Name,Overall,Value
 G. Sansone,72,2000000
 K. LuaLua,68,950000
 V. Sarı,69,850000
 A. Merkel,67,925000
 S. Cronin,67,575000
 F. Signorelli,68,1000000
 C. Alkılıç,66,475000
 Lee Chung Yong,70,1000000
 K. Kusk,71,2000000
 O. Kaya,73,3000000
 N. Mazraoui,67,1000000
 Brandon Thomas,70,2000000
 H. Kryeziu,67,1000000
 M. Haïdara,69,1000000
 S. Kaneko,69,1000000
 H. Akpan,64,550000
 P. van Ooijen,68,1000000
 Z. Yavru,69,1000000
 A. Katsaev,67,725000
 B. Prokopič,65,525000
 G. Jara,74,3000000
 J. Berget,70,1000000
 T. Ayasse,68,675000
 A. Lundqvist,66,750000
 S. Celozzi,70,1000000
 U. Rivas,68,1000000
 S. De Smet,68,700000
 Sebas Couteira,74,5000000
 Tito,73,2000000
 K. Moriya,65,450000
 V. Pálsson,64,525000
 M. Olsson,70,1000000
 R. Quioto,72,3000000
 M. Wilson,70,1000000
 M. Christiansen,69,1000000
 O. Scarione,70,1000000
 Y. de Lanlay,69,1000000
 R. Pierre-Gabriel,71,3000000
 I. Sarr,68,675000
 Jeong Jae Yong,70,1000000
 D. N'Doye,71,1000000
 P. Komolov,64,450000
 P. Stenzel,72,3000000
 C. McCann,67,600000
 D. McGoldrick,71,2000000
 C. Adjapong,71,3000000
 Otávinho Vila,72,1000000
 B. Renneke,64,475000
 K. Manneh,71,3000000
 E. Grendel,64,375000
 J. Forrest,75,8000000
 R. Meggiorini,75,6000000
 J. Albín,70,1000000
 J. Makengo,66,1000000
 Y. Mokhtar,73,4000000
 S. Ernemann,65,230000
 Benjamin Meseira,73,1000000
 Chema Rodríguez,74,6000000
 R. Azeez,67,900000
 J. Barroso,74,3000000
 D. Smylie,64,400000
 Mexer,77,7000000
 D. Čop,72,3000000
 T. Sparv,70,1000000
 C. Jean,74,7000000
 C. Conway,67,600000
 K. Lafferty,71,2000000
 K. Risgård,66,325000
 L. Brown,65,450000
 M. Abusabaan,63,375000
 Leordinho Paes,72,3000000
 P. Bartolomei,67,775000
 D. Delgado,71,2000000
 R. Carrascal,71,2000000
 J. Legear,69,1000000
 L. Di Plácido,71,2000000
 R. Wallace,66,625000
 J. Palacios,71,2000000
 S. Ireland,72,2000000
 M. El Kabir,68,900000
 L. Stulac,65,625000
 T. Antonis,66,825000
 O. Watkins,73,7000000
 S. Medojević,71,2000000
 Y. Corona,69,825000
 M. Ilaimaharitra,70,2000000
 L. Mendoza,69,1000000
 I. Cissé,68,1000000
 D. Ward,70,2000000
 Akapo,68,1000000
 Alex das Freitas,71,1000000
 D. Schwaab,76,6000000
 P. Ofosu-Ayeh,68,925000
 Lee Chan Dong,66,850000
 A. Márquez,67,750000
 C. Nwakali,64,850000
 L. Noble,61,300000
 M. Diallo,72,2000000
 F. Mladenović,69,1000000
 R. Buess,68,1000000
 L. Pico,71,2000000
 Edgar Ié,73,4000000
 Luis Felipe,67,725000
 T. Schrammel,66,475000
 T. Strobl,75,6000000
 Iñaki Sáenz,66,475000
 Hwang Jin Sung,66,375000
 M. Iturra,72,1000000
 L. Di Lorenzo,67,240000
 Marcos Paneira,73,3000000
 Rúben Vezo,75,8000000
 Lillo,71,1000000
 K. Vermeulen,66,750000
 Idris,73,2000000
 M. Martin,65,525000
 M. Pfitzner,65,300000
 Alam Lindeiro,71,900000
 M. Ibarra,68,950000
 R. Grange,70,1000000
 J. Börner,73,3000000
 Javi Guerra,72,1000000
 M. Rashica,76,11000000
 R. Riski,66,675000
 B. Assombalonga,72,4000000
 M. Cassani,68,350000
 V. Basha,68,925000
 Gonçalo Paciência,75,10000000
 Wanderson,75,6000000
 C. Maguire,64,475000
 A. Sarcevic,64,550000
 K. Iheanacho,75,10000000
 R. Wolski,73,5000000
 C. Telo,66,525000
 B. Dibassy,71,2000000
 J. Lundstram,69,1000000
 S. McTominay,68,1000000
 C. Gartner,67,1000000
 Ricardinho,66,675000
 F. Moretti,66,650000
 Bernardo Motinho,70,1000000
 Y. Thermann,64,525000
 D. Brückner,65,60000
 Rogerinho,71,2000000
 G. Mandjeck,71,1000000
 L. Kassi,67,1000000
 M. Arambarri,70,2000000
 J. Price,70,1000000
 K. Andersen,67,650000
 J. Michel,68,1000000
 J. Clément,69,600000
 D. Sánchez,82,26000000
 Éverton Luiz,66,500000
 R. Kurzawa,68,1000000
 S. Drewniak,65,600000
 Ademilson,71,3000000
 J. Bennett,71,2000000
 David Barral,70,925000
 Alberto,71,2000000
 J. Walker,70,2000000
 V. Fayzulin,69,700000
 O. Bouy,66,750000
 D. Stahl,66,525000
 Raúl Cámara,67,300000
 R. Benson,65,675000
 R. Lange,66,500000
 L. Ceballos,69,750000
 K. Galanopoulos,69,1000000
 C. Nhamoinesu,72,2000000
 L. Azouni,67,975000
 M. Abero,69,875000
 Cyriac,71,2000000
 F. Vega,71,2000000
 Sidnei,80,14000000
 N. Nikolić,74,5000000
 Aleix García,70,3000000
 A. Ienaga,69,925000
 M. Boselli,77,7000000
 B. Heynen,69,1000000
 Y. Kakoko,63,350000
 J. Bornstein,66,350000
 A. Traoré,72,4000000
 M. Kucharczyk,69,1000000
 G. Trauner,67,850000
 F. Cuvelier,64,525000
 Eduardo da Silva,74,3000000
 K. Bayramyan,68,925000
 P. Vincenti,61,240000
 F. Coloccini,73,950000
 Fuentes,72,2000000
 B. Martella,69,1000000
 M. Gazzola,73,2000000
 S. de Vrij,84,35000000
 J. Elez,71,2000000
 R. Cereceda,67,425000
 G. Laborde,74,8000000
 M. Angeleri,75,2000000
 N. Hasler,66,700000
 N. Höfler,72,2000000
 H. Palacios,71,2000000
 M. Doughty,66,850000
 F. Ayité,70,1000000
 Y. El Ghanassy,71,2000000
 S. Sirigu,68,700000
 A. Koné,75,4000000
 Gus Outomouro,73,2000000
 G. Landel,67,775000
 D. Biseswar,73,3000000
 M. Troiano,68,675000
 D. Vera,74,4000000
 Ángel Martínez,69,1000000
 A. Hernández,75,7000000
 A. Bassi,68,1000000
 C. Gruezo,72,3000000
 P. Polomat,68,975000
 M. Budziński,67,825000
 G. Brugman,71,3000000
 J. Savarino,71,3000000
 F. Lewis,65,575000
 T. Kupisz,67,800000
 L. Mugni,72,3000000
 F. Kainz,75,8000000
 F. Sambueza,74,5000000
 S. Tasci,79,9000000
 M. Pazurek,65,425000
 Baena,71,1000000
 F. Calvo,72,3000000
 D. Dumfries,72,3000000
 D. Rodríguez,70,2000000
 N. Dimitrov,72,3000000
 Zé Eduardo,73,4000000
 J. Biabiany,75,6000000
 Seoane,73,1000000
 J. Fuentes,69,1000000
 M. Rose,62,150000
 G. Berardi,70,1000000
 A. Donatti,75,4000000
 T. Andreu,67,750000
 G. Hoarau,77,5000000
 M. Pérez,72,3000000
 N. Powell,70,2000000
 M. Palmer,67,1000000
 Gonçalo,70,1000000
 G. Gianniotas,71,2000000
 J. Mousinho,68,600000
 G. Morozov,71,2000000
 Y. Cahuzac,73,2000000
 L. Akins,67,800000
 A. Arregui,66,675000
 N. Theuerkauf,68,675000
 J. Larentowicz,69,425000
 L. Agbenyenu,69,1000000
 F. Pogba,76,7000000
 K. Stöger,74,8000000
 M. Mier,69,1000000
 M. Welzmüller,69,875000
 M. Dávila,65,650000
 M. Terrazzino,71,2000000
 Caio Tafarell,69,925000
 J. Nolan,67,950000
 Walter Silvieiro,72,3000000
 J. Kiełb,71,2000000
 D. Powers,66,750000
 T. Ugajin,67,750000
 E. Tellechea,67,725000
 M. Echeberria,72,3000000
 J. Vaughan,70,1000000
 Fábinho,66,350000
 Rafael Costa,69,1000000
 Stéfano Pinho,66,775000
 G. Fernández,71,1000000
 J. Yueill,68,1000000
 D. Sakho,75,7000000
 A. Gnoukouri,68,1000000
 S. Rivera,66,625000
 P. Bouby,66,250000
 N. Füllkrug,76,9000000
 Gabriel Boschilia,73,5000000
 Sergi Palencia,69,1000000
 R. Petrović,75,5000000
 Kim Soo Beom,63,325000
 N. Besara,71,2000000
 S. Tronstad,65,700000
 O. Vera,66,575000
 Lee Keun Ho,70,1000000
 R. Ramírez,70,1000000
 I. Harkes,65,775000
 Licá,68,900000
 C. Pinares,71,2000000
 T. Lumanza,67,900000
 J. Flum,70,1000000
 M. Terki,68,950000
 M. Madl,70,1000000
 J. Jacobson,66,475000
 D. Acosta,66,1000000
 A. Masina,74,6000000
 Jonathas,78,10000000
 R. Manning,66,975000
 A. Zaseev,69,1000000
 S. March,72,4000000
 J. Gomez,71,1000000
 F. Santander,73,4000000
 B. Evans,64,250000
 I. Mbenza,72,4000000
 N. Safronidi,64,170000
 M. Heller,74,4000000
 C. Medjani,72,1000000
 Hélder Tavares,68,925000
 M. Zimmermann,68,975000
 G. Taylor,65,1000000
 C. Rizzuto,68,925000
 J. Ankersen,68,950000
 Dênildo Stein,76,7000000
 B. van Polen,70,1000000
 C. Gustafsson,65,500000
 F. Rogic,65,700000
 S. Zizzo,62,220000
 A. Granqvist,80,8000000
 R. Festersen,67,725000
 E. Asante,71,2000000
 R. Verenas,71,1000000
 Túlio Sandoiro,71,1000000
 P. Zanev,68,600000
 R. Smallwood,68,925000
 J. Abella,70,2000000
 C. Clark,76,7000000
 Diogo Dalot,69,1000000
 A. Schenetti,67,875000
 S. Ferguson,65,650000
 S. Williams,66,525000
 S. De Petter,69,700000
 Kim Chang Soo,66,425000
 C. Yacob,75,5000000
 J. González,65,550000
 D. Asprilla,66,775000
 A. Auassar,66,475000
 J. Mills,65,450000
 M. Marin,76,8000000
 L. George,71,2000000
 A. Judge,71,2000000
 A. Jędrzejczyk,71,1000000
 L. Néry,69,1000000
 F. Ferreyra,77,10000000
 R. Abarsola,70,675000
 R. Dekker,68,1000000
 Jony Reitosa,71,2000000
 Mama Baldé,68,1000000
 M. Pedersen,70,1000000
 E. Schiavon,65,275000
 M. Odjer,67,1000000
 R. Nouri,72,2000000
 Dagoberto Esteiro,66,500000
 S. Skrzybski,71,3000000
 M. Núñez,68,850000
 O. Assaidi,75,6000000
 Song Seung Min,68,1000000
 L. Balbi,69,825000
 Renatao Baumer,70,675000
 D. Linsmayer,70,1000000
 Vesga,73,4000000
 E. Lieftink,66,725000
 Ravanelli,69,1000000
 Luimo Boas Santos,75,6000000
 K. Huntelaar,77,5000000
 A. Ivan,67,1000000
 L. Karaboué,69,1000000
 T. Kehrer,75,9000000
 J. Toljan,75,7000000
 S. Pasa,67,1000000
 G. Chanturia,71,3000000
 Francisco Júnior,65,675000
 R. Maiello,68,1000000
 P. Guiñazú,70,120000
 L. Novak,68,925000
 G. Corral,68,850000
 Aurtenetxe,66,675000
 M. Le Bihan,72,3000000
 J. Arvidsson,66,350000
 J. Brown,65,425000
 A. Þrándarson,65,750000
 A. Zeneli,73,5000000
 U. Çiftçi,68,925000
 P. Kristensen,64,325000
 B. Kessel,68,675000
 S. Kulovits,69,325000
 Fábio Melitinho,74,3000000
 K. Bru,67,750000
 Ansel Barnisco,70,1000000
 M. Marković,68,950000
 M. Poundjé,73,4000000
 A. Bodzek,69,700000
 M. Saymak,73,5000000
 B. Meling,69,1000000
 A. Powell,70,2000000
 J. Amano,68,1000000
 S. Schiek,65,450000
 S. Allagui,71,2000000
 A. Nouri,67,625000
 A. Kozlov,70,1000000
 C. Wondolowski,70,925000
 T. Darikwa,69,1000000
 Ibson,69,425000
 S. Kingsley,70,2000000
 D. Alar,71,2000000
 D. Bisoli,69,1000000
 M. Besler,74,4000000
 D. Lemos,71,1000000
 Yannick Djaló,69,925000
 J. Galván,72,3000000
 V. Klonaridis,68,1000000
 F. Ballo Touré,69,1000000
 S. Montoya,72,3000000
 D. Moro,66,275000
 P. Sagna,70,1000000
 Alberto Benito,71,2000000
 V. Angban,71,3000000
 F. Concas,67,725000
 N. Kilkenny,67,525000
 P. Funk,65,500000
 Z. Majer,68,1000000
 C. Gutiérrez,65,450000
 C. Agnelli,64,375000
 M. Ljujić,66,850000
 Felipe,82,18000000
 Nilson Padilho,70,1000000
 K. Narey,69,1000000
 A. Dyer,65,550000
 E. Knudtzon,68,925000
 P. Kanstrup,72,2000000
 K. Mbabu,72,4000000
 S. Lundevall,71,2000000
 Sunny,69,850000
 F. Grondoña,69,1000000
 L. Rodríguez,73,6000000
 E. Garré,66,140000
 Marc Mateu,72,3000000
 Lobato,68,900000
 R. McCabe,63,450000
 Artur,71,2000000
 M. Potzmann,66,850000
 S. Yıldırım,71,2000000
 Patric,72,3000000
 Marlon Nideiro,74,3000000
 A. Rose,65,550000
 J. Parr,68,700000
 W. Bakhashwain,70,1000000
 Q. Antipas,68,575000
 N. McGinn,72,3000000
 Pedro Sá,72,3000000
 Y. Namli,73,5000000
 O. Kharbin,76,11000000
 A. Barberis,69,1000000
 T. Bunbury,70,1000000
 Lee Jong Sung,68,975000
 Borja Fernández,70,240000
 W. Owusu,70,1000000
 S. Yago,72,3000000
 X. Chavalerin,69,1000000
 A. Miranchuk,77,12000000
 G. Carpani,65,700000
 A. Mintzel,66,140000
 S. Araujo,74,7000000
 J. Wallace,70,2000000
 D. Digard,69,775000
 S. Çinaz,70,1000000
 M. Ørnskov,64,375000
 R. Andrich,67,1000000
 T. Bifouma,74,7000000
 A. Reyna,69,825000
 D. Perkins,66,275000
 J. Kodjia,75,7000000
 I. Fetfatzidis,77,9000000
 L. Melano,70,2000000
 B. Jopek,65,700000
 G. Kerk,71,3000000
 J. Villarreal,66,900000
 J. Taylor,64,550000
 M. Burch,65,210000
 R. Yaremchuk,72,4000000
 C. De Norre,67,900000
 A. Barreca,75,7000000
 H. Storbæk,63,325000
 Dudú,68,950000
 M. Azira,70,1000000
 B. Montelongo,64,450000
 H. Olvera,70,1000000
 Pau Morer,63,575000
 Ha Dae Sung,64,350000
 M. Ovenstad,63,500000
 Omar Perdomo,70,2000000
 L. O'Nien,63,550000
 C. Schneuwly,69,1000000
 J. Moreno,67,925000
 B. Saller,67,825000
 C. Despredal,74,3000000
 E. Löwen,68,1000000
 F. Fattori,67,950000
 Park Chu Young,67,675000
 S. MacDonald,67,600000
 H. Taniguchi,66,375000
 Bismark,69,1000000
 Jacson Zonta,74,3000000
 B. McKay,72,4000000
 I. Brown,70,2000000
 M. Schneuwly,69,850000
 R. Skov,71,3000000
 Jairinhazo,72,3000000
 S. Heltne Nilsen,68,975000
 A. Aseri,72,4000000
 T. Carroll,73,4000000
 M. Al Nakhli,64,575000
 K. Pusch,67,975000
 N. Omladič,70,1000000
 Tony Muttinho,71,900000
 M. Kuhn,66,625000
 S. Gündüz,66,800000
 M. Benatia,85,28000000
 Y. Tasaka,63,240000
 J. Schauerte,70,1000000
 C. Eiting,68,1000000
 C. Techera,69,1000000
 A. Stoian,70,1000000
 L. Del Prete,69,700000
 Adrián Marín,72,4000000
 M. Maccarone,74,1000000
 A. Al Faraj,69,850000
 N. Law,67,750000
 R. Teibert,67,850000
 M. Barrow,73,5000000
 S. Koroki,72,3000000
 M. Faško,65,825000
 K. Miller,70,525000
 Y. Takahagi,69,975000
 M. Duruer,67,750000
 F. Caputo,75,6000000
 M. Tirpan,66,700000
 M. Kruska,63,350000
 E. Gigliotti,75,6000000
 D. Hofbauer,64,525000
 A. Mejía,76,6000000
 M. Garrido,67,650000
 J. Brison,66,180000
 R. Canouse,70,2000000
 A. Coly,65,575000
 M. N'Diaye,65,450000
 M. Zajc,72,4000000
 K. Stewart,69,1000000
 G. Gudiño,67,975000
 N. Eardley,67,600000
 M. Akın,64,425000
 M. Fellah,66,650000
 S. Carrasco,65,450000
 K. Rodrigues Pires,67,925000
 K. Keleş,68,675000
 R. Ábila,76,8000000
 I. Lewczuk,73,2000000
 P. Klement,67,975000
 S. Suciu,66,650000
 Y. Kashiwagi,70,1000000
 Hwang Ui Jo,70,2000000
 O. Bulut,67,975000
 T. Naylor,66,650000
 Hernâni,76,9000000
 M. Lund Nielsen,64,425000
 E. Jelenič,68,1000000
 T. Torun,73,4000000
 T. Moutinho,70,1000000
 E. Remedi,70,2000000
 A. Mühling,68,1000000
 B. Sweat,67,750000
 Gerso,73,4000000
 O. Akichi,67,725000
 J. Tallo,72,4000000
 J. Drost,68,1000000
 Javi Moyano,69,700000
 M. Pietrowski,65,400000
 C. Lines,68,775000
 I. Ouali,69,1000000
 M. Livaja,76,10000000
 T. Chow,65,700000
 S. Sinclair,61,240000
 D. Burbano,68,875000
 G. Sunu,71,2000000
 L. Rodríguez,70,1000000
 Y. Endo,68,875000
 D. Loft,63,350000
 Carlos Ruiz,70,725000
 M. Wassey,66,625000
 D. Toia,66,650000
 D. Pizarro,73,1000000
 W. Routledge,73,3000000
 D. Georgievski,65,400000
 V. Krotov,67,1000000
 J. Stanislas,75,7000000
 A. Khubulov,72,3000000
 S. Nakamura,72,850000
 J. Marveaux,70,550000
 M. Pušić,67,750000
 A. Ibsen Rømer,68,950000
 O. Rojas,67,160000
 L. Nizzetto,67,650000
 E. Finlay,71,2000000
 C. Del Grosso,67,220000
 P. Araujo,68,700000
 A. Mazzotta,68,750000
 F. Starzyński,69,1000000
 V. Hoff,66,925000
 D. Bakker,67,850000
 H. Mita,63,425000
 A. Gogia,71,2000000
 A. Hadžiahmetović,65,1000000
 K. Tokstad,65,600000
 F. Carlsen,63,375000
 Y. Seleznyov,74,5000000
 F. Oreja,70,375000
 F. Bérenguer,70,1000000
 M. Alexe,69,1000000
 S. Sharahili,68,750000
 J. Lowe,69,1000000
 H. Martín,71,3000000
 A. Nouri,75,7000000
 A. Karaer,68,675000
 A. Muyl,65,800000
 A. Ionov,73,4000000
 S. Żurkowski,68,1000000
 Evandro Rochedo,73,2000000
 Cucurella,69,1000000
 R. Falk Jensen,74,6000000
 C. Aquino,69,1000000
 D. Zhivoglyadov,70,2000000
 D. Bakar,69,1000000
 F. Colela,64,675000
 C. Kabasele,75,7000000
 David Ferreiro,70,1000000
 Varela,67,900000
 H. Nielsen,70,2000000
 A. Donnarumma,74,6000000
 Lee Yeong Jae,69,1000000
 André Leão,71,1000000
 R. Gigolaev,65,575000
 S. Magnasco,70,1000000
 A. Shvets,69,1000000
 Ruiz de Galarreta,69,1000000
 J. Reeves,66,900000
 A. Barkok,69,2000000
 O. Alanís,72,2000000
 S. Dallas,70,1000000
 Y. Toutouh,69,1000000
 Q. Bernard,70,1000000
 D. Tošić,75,3000000
 I. Rossi,69,1000000
 E. Marcondes,68,1000000
 Vieiraldo Junior,71,2000000
 R. Echeverría,69,1000000
 R. Pucino,70,1000000
 M. Duffy,70,1000000
 Vallès,63,375000
 A. Tashaev,74,7000000
 A. Annan,65,400000
 C. Camps,64,725000
 J. Zavala,68,700000
 Marlion Rolim,71,2000000
 Iván Alejo,73,5000000
 A. Rosina,73,2000000
 A. Yiadom,70,1000000
 V. Jovanović,66,375000
 J. Murphy,72,4000000
 D. Tiendalli,67,500000
 D. Diagné,67,900000
 K. Lejeune,63,275000
 D. Phillips,66,250000
 S. Bertram,67,900000
 J. Ramaré,71,950000
 W. Hoolahan,74,2000000
 M. Johansson,70,1000000
 B. Bodin,69,1000000
 A. Lienhart,67,500000
 P. Aguilar,76,5000000
 M. Pedersen,67,325000
 J. Tinhan,69,1000000
 D. Donohue,64,500000
 Hugo Vieira,70,1000000
 M. Parensen,67,500000
 A. Martinelli,68,1000000
 M. Bašić,68,700000
 B. Rabello,69,1000000
 Ko Seul Ki,64,300000
 S. Souprayen,70,1000000
 P. Rosario,68,1000000
 H. Özmert,68,525000
 U. Uçar,69,750000
 Daguinho Parrela,70,675000
 Eltildo Correia,76,7000000
 Camacho,68,300000
 F. Noor,66,875000
 F. Marquet,63,475000
 Brenito Duarte,73,1000000
 A. Tapia,65,500000
 N. Rebolledo,64,300000
 P. Joosten,66,925000
 H. Jele,66,475000
 S. Hernández,71,2000000
 Carlos Martínez,74,3000000
 A. Sheehan,64,325000
 O. Niasse,75,7000000
 Y. Mina,80,18000000
 N. Gerzić,67,450000
 A. Saint-Maximin,77,12000000
 M. Heider,65,475000
 Eduardo,68,1000000
 Anuar,70,2000000
 D. Koppers,67,725000
 L. Evans,68,1000000
 Paulo Henrique,71,2000000
 J. Piotrowski,65,725000
 N. Maupay,70,2000000
 P. Dimitriadis,65,375000
 D. González,68,1000000
 C. Donis,65,825000
 J. Ryerson,64,550000
 Park Yong Woo,68,1000000
 A. Al Salem,66,850000
 G. Wijnaldum,66,725000
 David Rodríguez,73,3000000
 N. Stefanelli,68,1000000
 M. Arini,68,825000
 Lucas Venuto,70,2000000
 J. Fontaine,69,850000
 T. Breukers,68,675000
 T. Murg,67,1000000
 N. Burns,66,625000
 A. Grant,66,600000
 S. Aluko,69,1000000
 D. Dwyer,72,3000000
 N. Elvedi,76,9000000
 Salvi Sánchez,74,6000000
 R. Feltscher,67,725000
 R. Gíslason,68,900000
 G. Rodríguez,73,4000000
 F. Valot,67,975000
 C. Mbemba,75,7000000
 A. Bencharki,69,1000000
 Leo Vimieiro,67,600000
 M. Vendelbo,63,350000
 Guedes,72,3000000
 Álvaro,71,3000000
 G. Dobson,65,825000
 M. Formica,70,1000000
 S. Moore,69,1000000
 Javi Álamo,69,825000
 N. Barazite,73,4000000
 Moreto Cassamá,64,950000
 G. Murray,74,3000000
 A. Geipl,67,775000
 Ronaldo,65,550000
 G. Celis,74,6000000
 Bobô,75,5000000
 Choi Hyo Jin,62,120000
 R. Draper,66,650000
 A. Tetteh,71,1000000
 C. Acuña,67,750000
 D. Sjölund,68,425000
 Canales,78,12000000
 T. Ben Haim,74,6000000
 L. Obraniak,68,700000
 J. Calesti,66,625000
 Varela,75,5000000
 T. Makino,71,1000000
 R. Takeuchi,64,475000
 R. Edwards,64,675000
 P. McNair,70,2000000
 M. Sylla,71,3000000
 M. Doumbia,68,1000000
 Z. Youssouf,65,1000000
 S. Diarra,66,875000
 L. Hernández,79,17000000
 K. Diatta,68,1000000
 A. Karabulut,70,1000000
 Raphael Doninho,66,625000
 K. Ajer,69,1000000
 P. Lugüercio,69,450000
 L. Wílchez,71,1000000
 K. Poku,68,1000000
 K. Berkhamov,63,375000
 U. Dávila,69,1000000
 Saberto Botelho,70,1000000
 G. Bigirimana,64,625000
 Vigaray,72,3000000
 Y. Reyna,70,2000000
 D. Halfar,70,1000000
 F. N'Ganga,69,575000
 J. Wójcicki,67,775000
 K. Shimizu,67,775000
 Sami,69,1000000
 F. Bahlouli,69,1000000
 R. Métanire,73,3000000
 F. Kiss,69,1000000
 S. Leyton,64,600000
 M. Gelabert,67,325000
 K. Fatai,73,4000000
 S. Salinas,66,575000
 L. Fariña,68,1000000
 N. Dicko,69,1000000
 Edu Machado,71,2000000
 V. Lundberg,67,900000
 R. Mukhametshin,65,220000
 R. Martínez,73,5000000
 G. Torres,68,1000000
 Ricky Guerreda,70,1000000
 R. Aguilar,74,6000000
 M. Gómez,78,14000000
 C. Ciano,72,3000000
 Flavio Paixão,71,1000000
 S. Wannenwetsch,67,775000
 Narcisso Mau,66,475000
 A. Rentería,71,3000000
 Rodrigo,68,975000
 M. Scavone,65,500000
 M. Gashchenkov,62,375000
 L. Vigen Christensen,68,1000000
 R. Matisano,66,475000
 K. Wilczek,70,1000000
 M. Nastasić,81,19000000
 T. Erat,64,525000
 S. Kind Mikalsen,63,475000
 J. Thomassen,67,575000
 A. El Khayati,71,2000000
 Diego Llorente,78,12000000
 E. Alexander,66,500000
 Allan Bardinho,75,7000000
 A. Rami,81,12000000
 K. Nagai,67,800000
 C. Baird,67,160000
 T. Ince,73,5000000
 H. Belkebla,69,1000000
 N. Maturana,70,2000000
 C. Schwegler,69,400000
 Jallyson Neto,66,550000
 R. Vloet,66,900000
 N. Redmond,76,10000000
 F. Campbell,69,1000000
 Pedro Sánchez,70,1000000
 A. Paolucci,66,600000
 K. Lala,71,2000000
 G. Svensson,75,4000000
 D. Massey,63,275000
 M. Valoti,70,2000000
 D. Kądzior,68,1000000
 D. Cerén,69,875000
 Allano,71,3000000
 T. Blackett,67,800000
 D. Kumbela,69,650000
 M. Jevtović,68,1000000
 D. Musto,73,3000000
 Q. Laçi,63,550000
 M. Colin,71,2000000
 S. Rieks,71,2000000
 B. Ndoye,70,2000000
 C. Groß,67,625000
 B. Cascini,65,950000
 M. Grella,66,600000
 D. Bohl,63,425000
 R. Emelyanov,68,1000000
 D. Yılmaz,70,1000000
 A. Maitland-Niles,68,1000000
 M. Vucinovic,63,300000
 D. Grote,63,350000
 E. Izaguirre,68,575000
 M. Rose,60,275000
 Andrea Orlandi,69,825000
 R. Williams,72,2000000
 S. Sutter,67,500000
 A. Camargo,69,1000000
 P. Dixon,64,325000
 J. Lazare Amani,68,1000000
 G. Herrera,67,475000
 G. Heinry,68,950000
 J. Cuero,72,3000000
 W. Vaulks,66,825000
 C. Leitgeb,69,800000
 T. Grøgaard,68,1000000
 Toribio,69,850000
 D. Asprilla,70,1000000
 J. Riocel,68,550000
 M. Schröter,66,750000
 J. Böðvarsson,70,2000000
 Y. Herrera,68,1000000
 Núrio,69,1000000
 L. Balogun,74,4000000
 Adrián Maideira,68,550000
 C. Masuda,64,250000
 B. Diawara,71,2000000
 H. Bazile,72,3000000
 P. Faragò,72,3000000
 A. Contrera,68,1000000
 M. Martínez,69,1000000
 Romário,65,475000
 S. Al Muwallad,67,725000
 Nuno Reis,70,1000000
 I. Dia,70,1000000
 J. Payne,61,300000
 Martin Cordeia,71,1000000
 P. Ruddock Mpanzu,63,450000
 M. Pazdan,76,6000000
 D. Artuago,70,1000000
 N. Zárate,69,1000000
 J. Toral,69,1000000
 J. Cousins,66,850000
 Allan Ardaújo,70,1000000
 P. Michorl,66,975000
 Javi Jiménez,69,1000000
 Samu Delgado,68,1000000
 L. Teodorczyk,76,9000000
 Cho Won Hee,64,140000
 S. Svendsen,67,1000000
 Jeong Woo Jae,67,900000
 Jung Seok Hwa,68,1000000
 S. Horvath,67,1000000
 P. Rodríguez,71,2000000
 T. Mykhalyk,74,2000000
 Caio Milaçar,74,3000000
 Erick Gameira,74,6000000
 V. Castillo,67,600000
 M. Vojvoda,67,850000
 Marco Matias,70,1000000
 L. Marín,69,1000000
 O. Halvorsen,66,625000
 E. Şahin,72,4000000
 M. Matip,74,3000000
 D. Lafferty,67,600000
 R. Harakawa,64,600000
 J. Ikoko,74,6000000
 Rômulo Calsede,72,3000000
 Yang Jun A,63,300000
 B. Szeliga,64,600000
 Jang Yun Ho,67,1000000
 M. Wöber,73,4000000
 K. Janus,67,675000
 R. Casirón,72,1000000
 M. Carrusca,67,450000
 J. Mezú,67,800000
 D. Nazarov,68,950000
 Leonardo,72,3000000
 Burgui,75,9000000
 J. Hugill,72,4000000
 A. Jakobsen,67,1000000
 I. Bel Hassani,71,3000000
 F. Migliore,67,575000
 Adrián Burnabão,72,1000000
 T. Lindenhahn,63,400000
 R. Morioka,74,6000000
 R. Ligeon,68,925000
 P. Göbel,68,1000000
 G. Grozav,70,1000000
 I. Opara,75,6000000
 Lee Ki Je,65,525000
 G. Pezzella,69,1000000
 C. Benavente,72,4000000
 A. Winter,66,600000
 J. Salas,67,1000000
 Nascimentardo,71,2000000
 S. Wagstaff,67,800000
 M. Pavelic,67,800000
 I. Khalili,65,500000
 S. Mallan,64,750000
 C. Rius,70,1000000
 Fernando Canesín,71,2000000
 J. Figal,74,6000000
 M. Bourabia,67,925000
 A. Oueslati,66,800000
 M. Rubin,67,575000
 L. Refaelov,73,3000000
 A. Fernández,65,475000
 K. Issah,67,850000
 Y. Eteki,67,1000000
 L. Siligardi,72,3000000
 Patrão,66,650000
 Leandrinho,66,875000
 A. van Peppen,64,250000
 A. Özek,71,2000000
 T. Kolodziejczak,75,7000000
