Name,Overall,Value
 J. Iglesias,66,€525K
 Formosandrinho,77,€10M
 S. O'Donnell,66,€650K
 M. Kegel,68,€925K
 C. Agoste,69,€650K
 A. Le Tallec,69,€850K
 C. Borja,67,€850K
 M. Konrad,67,€600K
 L. Nomenjanahary,67,€675K
 Álvaro Tejero,66,€975K
 J. Giménez,83,€28.5M
 J. Borring,67,€600K
 M. Falzerano,67,€825K
 F. Vanzo,65,€725K
 Aguilera,68,€600K
 C. Valencia,70,€1.4M
 N. Næss,67,€825K
 D. McGeouch,68,€1.1M
 Galán,69,€700K
 C. Gülselam,71,€1.8M
 S. Scannell,66,€700K
 Z. Feddal,78,€8.5M
 A. Salétros,65,€775K
 G. Prósperi,66,€350K
 B. Fofana,68,€750K
 B. Sharp,70,€1.6M
 C. Gytkjær,72,€3.3M
 N. Fitzgerald,66,€700K
 D. Callà,68,€700K
 M. Byrne,60,€210K
 J. Cullen,65,€850K
 K. Henry,68,€275K
 M. Thiam,67,€1.2M
 Y. Court,69,€1.1M
 Marquinhos Pedroso,69,€1.2M
 J. Mårtensson,64,€450K
 J. Correa,70,€2.4M
 F. Sammaritano,73,€3.5M
 W. Zahibo,70,€2M
 Ricardo Valente,73,€4.3M
 J. Rojas,70,€550K
 L. James,66,€625K
 A. Diallo,76,€10.5M
 S. Kerk,70,€2.4M
 L. Saldaña,65,€450K
 E. Toloza,69,€650K
 L. Orejuela,68,€1M
 J. Riley,65,€550K
 W. Kaptoum,66,€1.1M
 K. Hashimoto,65,€700K
 A. Kolev,69,€1.4M
 E. Lichaj,69,€825K
 T. Pachonik,69,€1.3M
 Kuca,74,€6M
 E. Gyasi,70,€1.9M
 R. Nagaki,66,€500K
 G. Deegan,65,€425K
 Vítor Silva,70,€1M
 T. Sangweni,67,€750K
 D. Šovšić,68,€950K
 B. Brereton,68,€1.9M
 J. Rossiter,68,€1.4M
 Álex Gallar,68,€1.1M
 N. Pallois,77,€7M
 L. Martínez,64,€425K
 Señé,72,€3.7M
 S. Kittel,73,€5M
 R. Mazáň,70,€2M
 Danilo,68,€950K
 R. McLaughlin,66,€950K
 C. McLaughlin,70,€1.8M
 Ewerton,69,€1.1M
 D. Kiki,67,€875K
 A. Kačaniklić,71,€2.8M
 A. Wooten,70,€1.9M
 S. Mendoza,69,€1.3M
 Borja Valle,73,€5M
 M. Tanković,69,€1.4M
 J. Chester,75,€6M
 M. Robail,63,€275K
 M. Gardyne,66,€575K
 W. Suwayyid,64,€350K
 T. Teniste,66,€475K
 D. Nugent,71,€1.9M
 T. Chancalay,67,€1.6M
 L. Agouazi,67,€300K
 I. Mystakidis,70,€2.4M
 L. Burliga,65,€400K
 L. Jiménez,72,€2.8M
 M. Døhr Thychosen,65,€725K
 T. Abe,64,€450K
 Dani Raba,73,€6M
 J. Forlín,74,€4.4M
 Dorca,71,€725K
 N. Leyes,69,€875K
 R. Gergel,65,€525K
 H. Choudhury,67,€1.3M
 R. Žulj,72,€4M
 M. McKay,67,€375K
 R. Leeuwin,71,€1.8M
 J. Vargas,67,€1.3M
 Prazeracinho,69,€650K
 O. Duda,73,€5.5M
 Yun Il Lok,68,€1.1M
 A. Papadopoulos,70,€1M
 Gerard Valentín,70,€2.1M
 I. Nestorovski,74,€6M
 F. N'Goma,65,€700K
 C. Colkett,65,€825K
 J. Wright,63,€375K
 J. Martin,64,€350K
 A. Romales,67,€825K
 S. Beavon,63,€230K
 M. Răduţ,70,€1.9M
 R. James,68,€1M
 J. Imbert,65,€575K
 Z. Mustedanagić,63,€750K
 V. Vasin,77,€8M
 Brais Méndez,70,€3.2M
 C. Gunter,67,€625K
 A. Martynovich,75,€5M
 Welinton,73,€3.2M
 J. O'Brien,63,€350K
 Dersan Dinis,67,€825K
 M. Chrien,68,€1.4M
 B. Merlini,68,€1.4M
 Fernández,70,€1.5M
 Crespo,72,€2.3M
 K. Gutiérrez,63,€800K
 N. Bitton,71,€2.4M
 M. Nervo,74,€6M
 Lucas Torró,72,€4.7M
 M. Mittelstädt,67,€1.2M
 G. Massey,66,€825K
 T. Elrich,66,€475K
 N. Devlin,64,€500K
 O. Coulibaly,71,€2M
 F. Koch,68,€700K
 J. Miño,67,€600K
 Lee Gwang Hyeok,68,€1.2M
 J. Magennis,65,€600K
 Y. Ono,68,€1.1M
 W. Brown,64,€450K
 A. Razak,65,€700K
 D. Zabala,69,€1.2M
 A. Bonnet,70,€1.7M
 Sergio Gil,67,€975K
 N. Dalmonte,66,€1.2M
 R. van La Parra,70,€2.1M
 D. Rodríguez,65,€850K
 João Gamboa,68,€1.1M
 H. Toffolo,65,€650K
 O. Kucher,74,€1.7M
 E. Balanta,75,€8M
 A. Voglsammer,72,€3.9M
 N. De la Cruz,69,€1.9M
 P. Filipović,69,€1M
 D. Johannesson,69,€1.2M
 S. Laird,63,€275K
 S. Hertner,66,€625K
 S. MacLean,68,€475K
 D. Torres,66,€700K
 Y. Hinestroza,68,€500K
 T. Tzandaris,67,€825K
 C. Alemán,73,€6M
 M. Holgate,73,€5.5M
 M. Sordell,67,€825K
 Ripa,69,€700K
 Park Jong Jin,63,€350K
 P. Weihrauch,69,€1.4M
 A. Aosman,68,€1.2M
 C. Klem,66,€625K
 K. Dolly,72,€3.9M
 R. Strieder,71,€2.6M
 Perdigão,73,€4.8M
 M. Sánchez,66,€500K
 S. Conneely,65,€450K
 G. Wikheim,72,€3.9M
 Freddy Cardouso,68,€875K
 C. Solly,69,€1M
 Arsénio,70,€1.9M
 L. Caldirola,73,€4M
 E. Stevens,70,€1.7M
 M. Borriello,77,€4.1M
 Q. Cornette,65,€725K
 C. Palomeque,65,€750K
 J. O'Toole,64,€450K
 N. Murru,72,€3.5M
 R. Grzyb,68,€275K
 O. Şişmanoğlu,72,€3.3M
 P. van Amersfoort,68,€1.2M
 César Arzo,72,€2.1M
 G. Rojas,66,€1.3M
 I. Santini,76,€8M
 L. Reis,64,€875K
 O. Danchenko,70,€2.7M
 Jang Ho Ik,66,€875K
 C. Mavinga,73,€4M
 R. Bezus,69,€1.2M
 Ramón Folch,71,€2.4M
 D. Parrett,64,€550K
 N. Ghilas,71,€2.5M
 Raúl Albiol,83,€17.5M
 J. Paterson,72,€3.7M
 M. Done,64,€450K
 M. Fissore,68,€925K
 G. Coke,61,€220K
 A. Miljković,69,€875K
 Q. Martin,63,€475K
 J. Schieber,74,€6M
 C. Noone,68,€875K
 D. Lamkel Ze,65,€775K
 Botelhinonsa,66,€475K
 M. Ishak,72,€4M
 F. Godoy,67,€725K
 Miguel Torres,73,€2.7M
 M. González,65,€750K
 E. Alushi,66,€550K
 K. Sadlier,66,€950K
 O. Mangala,68,€1.5M
 S. Andrist,68,€875K
 R. McGowan,68,€750K
 A. Settembrini,67,€950K
 Fran Carbia,70,€2.2M
 S. Muniru,67,€875K
 A. Ömür,69,€1.4M
 H. Vetlesen,63,€650K
 Nuno Cedrim,67,€825K
 Stephen Eustáquio,66,€1.1M
 J. Cools,67,€750K
 Pires,69,€375K
 P. McEleney,67,€1M
 J. Fuentes,68,€525K
 J. Jeffrey,64,€375K
 S. Vicerio,67,€825K
 N. Benezet,73,€4.3M
 A. Bjelland,72,€2.5M
 V. Elm,69,€700K
 M. Emnes,68,€900K
 Jon Erice,68,€675K
 K. Schindler,69,€1.4M
 M. Aleksandrov,68,€900K
 J. Lindberg,63,€375K
 S. Mauk,65,€800K
 A. Gómez,66,€650K
 P. Celeban,69,€600K
 M. Karl,70,€1.2M
 A. Masiello,79,€8.5M
 N. Lombaerts,74,€3.2M
 F. Evangelista,67,€800K
 M. Cash,67,€1.6M
 C. Aasbak,63,€400K
 J. Cuffaut,70,€1.3M
 S. Ilsanker,75,€5.5M
 Juan Jesus,78,€9M
 C. Nyman,72,€4.1M
 F. Bellugou,71,€1.8M
 P. Foden,69,€2.1M
 A. Cordaro,68,€775K
 D. Hoesen,70,€2.1M
 Hwang Hee Chan,71,€3.9M
 Antônio Chiamuloira,76,€6M
 M. Biševac,72,€1.3M
 C. Daniel,60,€160K
 S. Traut,67,€425K
 K. Rezaei,73,€5M
 F. Krogstad,63,€525K
 I. Karsanidis,64,€600K
 Josué da Feira,72,€3.4M
 Q. Moll,69,€1M
 J. Lucero,73,€5M
 D. Rubio,69,€1.4M
 T. Diagouraga,67,€700K
 S. Delev,70,€1.9M
 F. Carballo,66,€875K
 Hwang Soon Min,64,€475K
 P. Sandler,70,€3.5M
 H. Sakhi,68,€1.3M
 V. Rodić,68,€1.2M
 M. Dembélé,75,€11M
 K. Misao,68,€1.3M
 C. Lenglet,80,€19M
 M. Maouche,63,€475K
 L. MacLeod,66,€875K
 R. Kristiansen,68,€675K
 David Carmona,70,€2.4M
 P. Buaben,63,€350K
 R. Holmes,69,€1M
 J. Allen,66,€850K
 M. Kelly,74,€5.5M
 L. Bénes,69,€2.3M
 J. Vestergaard,80,€15.5M
 Y. Nakayama,67,€975K
 J. Chapman,65,€725K
 Y. Benalouane,74,€4.2M
 S. Laner,65,€325K
 Paulinho,72,€2.7M
 S. Janko,69,€1.2M
 D. Worrall,65,€575K
 N. Siega,63,€400K
 J. Medina,69,€1.7M
 S. Rafn,64,€425K
 P. Stolarski,67,€1M
 H. Shipp,66,€775K
 A. Balić,70,€2.4M
 M. Kightly,68,€775K
 O. González,71,€1.4M
 H. Skogseid,66,€475K
 Joel,67,€800K
 J. Kalla,67,€550K
 C. Montes,73,€5M
 J. Juelsgård,65,€450K
 M. Clark,67,€1M
 R. Ledson,65,€1.1M
 U. Zeybek,66,€900K
 F. Müller,66,€475K
 M. Wanitzek,66,€800K
 J. Perch,68,€575K
 Daniel Amora,67,€725K
 A. Lozano,72,€4.1M
 M. Polster,68,€975K
 J. Calle,64,€475K
 F. Sporkslede,65,€575K
 P. Dawidowicz,68,€1.3M
 William de Amorim,70,€2.1M
 D. Murphy,70,€925K
 H. Bernardello,67,€575K
 K. Brennan,60,€80K
 Shin Kwang Hoon,65,€400K
 Peña,67,€300K
 Rubén Duarte,73,€4.5M
 C. Kouakou,70,€2.1M
 M. Titsch-Rivero,68,€925K
 J. Van Rankin,68,€1M
 A. Luna,65,€650K
 C. Menéndez,72,€3.1M
 J. Bunney,63,€425K
 P. Bamford,71,€3.4M
 E. Nabiullin,72,€3.7M
 H. Hansson,64,€600K
 K. Freeman,66,€675K
 T. McNamara,66,€700K
 D. Grainger,63,€275K
 Sergi Samper,72,€3.7M
 Y. Tafer,68,€950K
 S. Escudero,69,€1.1M
 Rubén Sobrino,72,€4.2M
 Rafael Leão,69,€2.2M
 H. Aslantaş,67,€500K
 J. Fuchs,68,€1.3M
 Deivid,73,€3.6M
 J. Obiang,66,€675K
 Guillermo,70,€2.4M
 Y. Boli,69,€1.4M
 J. Toledo,73,€3.6M
 C. McCormack,64,€425K
 David García,74,€1.3M
 Thiago Alminxa,72,€3.4M
 G. Koomson,69,€1.5M
 S. Beattie,60,€160K
 S. Sararer,67,€800K
 G. Kvilitaia,70,€2.5M
 D. Barbona,69,€1.5M
 E. Harrison,65,€725K
 T. Bergmann,64,€675K
 M. Korzym,63,€375K
 R. Rodriguez,68,€950K
 T. Salamon,63,€300K
 A. Donis,73,€6.5M
 F. Jozefzoon,71,€2.5M
 T. Zentena,71,€2.6M
 L. Hinterseer,72,€3.7M
 D. Chávez,61,€350K
 G. Omae,65,€575K
 Y. Ngbakoto,70,€2.1M
 H. Bjørdal,65,€875K
 B. Pitman,70,€1.8M
 E. Rivière,69,€1.1M
 A. Ndour,72,€3.4M
 J. Egan,71,€2.7M
 Tete Morente,68,€1.6M
 P. Kirkevold,69,€1.3M
 B. Vincent,67,€850K
 H. Bandé,71,€4.3M
 M. Pitton,66,€825K
 J. Kosecki,69,€1.1M
 M. Mimoun,63,€450K
 Park Sun Ju,64,€475K
 J. Duque,73,€4.3M
 W. Rémy,71,€2.5M
 Wanderson,63,€375K
 F. Baumgärtel,63,€300K
 M. Bartley,63,€350K
 D. Lainez,68,€1.8M
 G. Halford,65,€300K
 Tià Sastre,66,€950K
 T. Gamiette,66,€425K
 D. Giorico,65,€675K
 Jung Won Jin,67,€1M
 Tiago Pombeira,71,€2.3M
 L. Solignac,65,€575K
 Pedrildo Rocha,67,€475K
 L. González,65,€575K
 C. Philipps,68,€1M
 E. Manjedo,67,€475K
 P. Mráz,64,€325K
 G. Hupperts,67,€900K
 T. Nydam,64,€875K
 D. Diamantakos,69,€1.4M
 N. Mendez-Laing,71,€2.8M
 M. Orozco,68,€575K
 M. Mak,66,€775K
 P. Kurzweg,66,€700K
 B. Kukeli,62,€180K
 L. Gassama,68,€750K
 F. Kadir,67,€475K
 H. Pell,62,€375K
 M. Samatta,73,€5M
 K. Anzai,65,€650K
 M. Moscati,65,€700K
 Vallejo,78,€14M
 E. Güral,67,€775K
 C. Knasmüllner,69,€1.3M
 S. Freis,67,€600K
 K. Ward,64,€525K
 J. Mattock,66,€525K
 M. Duffy,66,€875K
 F. Fragapane,68,€1.1M
 A. Jóhannsson,72,€3.7M
 T. Soares,62,€275K
 J. Adéoti,72,€2.5M
 H. Goitom,71,€1.9M
 F. Varela,66,€1M
 Mata,75,€7M
 D. Ginczek,76,€9M
 Dani Molina,63,€625K
 S. Berahino,73,€5.5M
 S. Floccari,74,€2.6M
 Dani Rodríguez,64,€425K
 L. Ayçiçek,68,€1.2M
 A. Dantsev,67,€425K
 G. Prömel,69,€1.3M
 C. Rivieyran,68,€850K
 A. Kashi,70,€1.4M
 R. Ghoochannejhad,70,€1.8M
 B. Reeves,63,€475K
 G. González,66,€850K
 F. Picault,69,€1.1M
 E. Falkenburg,67,€750K
 V. Granat,72,€2.3M
 R. Brežančić,69,€875K
 M. Kvesić,68,€1.1M
 Pedro Rocha,73,€6M
 V. Mogos,66,€700K
 Gustavo Hebling,64,€675K
 I. Conté,68,€950K
 Seguín,67,€1.1M
 M. Petković,69,€1.2M
 C. Bovo,72,€950K
 Ángel,66,€725K
 W. López,69,€700K
 C. Ayala,66,€425K
 M. Musaka,65,€575K
 A. Soto,71,€2.8M
 C. Basham,72,€2.5M
 M. Bostwick,66,€500K
 C. Routis,62,€300K
 A. Christensen,82,€28M
 L. Nganioni,65,€600K
 Adaílton,67,€900K
 N. Zimling,68,€525K
 S. Schuppan,68,€675K
 J. Mareš,63,€350K
 M. De Iriondo,64,€500K
 C. Jones,61,€180K
 B. Garuccio,64,€525K
 A. Balzano,70,€1.2M
 A. Prijović,74,€6M
 A. Cuadra,69,€1.4M
 C. Dawson,75,€5.5M
 H. Takahashi,69,€825K
 A. Tutte,61,€275K
 S. Živec,68,€950K
 V. Bindia,62,€250K
 R. Finn,63,€350K
 S. Binakaj,64,€450K
 D. Nishi,67,€575K
 J. Quiroga,64,€100K
 T. Bertels,63,€350K
 R. Arai,62,€325K
 Nouhou,67,€1.1M
 J. Furch,73,€4.3M
 Lim Chan Wool,66,€875K
 J. Spence,69,€875K
 S. Aasmundsen,66,€650K
 S. Auer,65,€525K
 Kiki,64,€600K
 G. Hooper,74,€5.5M
 M. Shojaei,72,€1.9M
 Javi Lara,70,€1.6M
 A. Shavaev,65,€700K
 B. Hušidić,64,€425K
 P. Aguilar,66,€350K
 Sergio Marcos,68,€1.1M
 R. Shotton,71,€2.2M
 Choi Sung Keun,67,€900K
 I. Henderson,66,€525K
 A. Henríquez,72,€4M
 A. Novikovas,68,€950K
 D. Selke,75,€9.5M
 H. Nakagawa,69,€1.3M
 J. Maghoma,70,€1.7M
 A. D'Angelo,66,€550K
 S. Foley,63,€350K
 W. Hoedt,76,€9M
 C. Oliveira Souza,69,€1.4M
 N. Maynard,66,€625K
 L. Thompson,65,€750K
 M. Mevlja,75,€6.5M
 D. Calvert-Lewin,71,€4.3M
 D. Djené,73,€4.2M
 M. Pedersen,65,€850K
 Yazalde,68,€925K
 A. Wiegel,66,€775K
 L. Wahlqvist,69,€1.2M
 J. Murillo,69,€1.3M
 Guilherme Sityá,68,€750K
 V. Andriuškevičius,67,€725K
 A. Taggart,69,€1.4M
 M. Zambelli,68,€575K
 Edson Farias,69,€1.2M
 J. Thiesson,65,€400K
 R. Sawyers,71,€3M
 P. Magalhães,68,€750K
 L. Depoitre,75,€7M
 A. Barzagli,84,€4.2M
 L. Kalludra,62,€350K
 A. McEneff,62,€450K
 E. Ocansey,70,€3M
 P. Granoche,70,€1.1M
 S. Amallah,66,€950K
 E. Jääger,67,€450K
 A. Søderlund,71,€2.4M
 J. Gyau,68,€1.1M
 N. Mbemba,64,€600K
 Otegui,64,€950K
 C. Ben Saada,65,€325K
 T. Tawatha,70,€1.8M
 M. Sperduti,73,€3.5M
 J. Riley,66,€1M
 E. López,68,€1.3M
 J. Clarke,66,€750K
 K. Agard,67,€825K
 D. Zanon,67,€300K
 K. Endo,66,€1M
 Erik Morán,71,€2.4M
 L. Moult,71,€3M
 L. Henderson,64,€675K
 F. Camus,68,€700K
 N. Pépé,73,€6M
 E. Adu,71,€2.5M
 J. McCarthy,66,€950K
 K. Froese,63,€575K
 D. Boysen,67,€900K
 I. Pękalski,63,€425K
 C. Fai,71,€2.5M
 J. Grealish,74,€8.5M
 Kim Seung Joon,73,€4.9M
 B. Jayiya,66,€675K
 Kim Oh Gyu,67,€625K
 D. Blum,70,€2.1M
 A. Sulu,74,€3.8M
 J. Álvarez,70,€600K
 J. Balkovec,62,€350K
 E. Boateng,67,€1M
 A. Johansson,71,€550K
 C. Akolo,73,€6.5M
 Iriome,69,€1M
 N. Pejčinović,77,€7M
 E. Karaca,72,€3.3M
 A. Erdem,69,€825K
 B. Walker,61,€425K
 B. Kuipers,66,€700K
 K. Baysal,65,€750K
 J. Agudelo,69,€1.4M
 E. Ataseven,65,€625K
 A. Fukumori,63,€425K
 Sergi Gómez,77,€10M
 A. Omrani,65,€625K
 R. Loaiza,70,€2.3M
 K. Morris,63,€500K
 C. Baker,64,€230K
 J. Andersson,67,€1M
 Rodri,70,€1.9M
 Nono,68,€1.1M
 B. Thompson,64,€750K
 M. El Allouchi,65,€700K
 S. Rincón,71,€3.2M
 A. O'Connor,68,€925K
 C. Wernitznig,65,€575K
 M. Svanberg,64,€925K
 A. Wailbi,65,€450K
 M. Demetriou,60,€200K
 J. Meffert,68,€975K
 Raúl Llorente,68,€575K
 E. Barco,74,€11.5M
 S. Ameobi,70,€2.1M
 E. Arango,71,€3.2M
 C. Wickham,72,€4.1M
 O. Lee,63,€425K
 Alam Basteirinho,70,€1.9M
 Jadson Vidigal,74,€6M
 M. Antonsson,69,€1.3M
 B. Berisha,72,€3.7M
 K. Dempsey,65,€825K
 T. Martínez,70,€2.7M
 E. Dilaver,69,€1.1M
 A. Barrios,68,€850K
 S. Szmodics,64,€625K
 Y. Al Nakhli,66,€550K
 A. Godoy,72,€2.6M
 Jorge Carvallinho,73,€1.6M
 Toché,71,€1.2M
 G. Francomb,64,€525K
 João Talocha,72,€2.6M
 M. Jankowski,64,€475K
 E. Keleş,65,€525K
 J. Brayford,66,€475K
 T. Barkhuizen,71,€3.2M
 D. Blacha,64,€550K
 Morillas,68,€650K
 C. Burke,67,€475K
 N. Dovedan,68,€1.2M
 J. Brunetta,64,€875K
 C. Diarra,68,€1.1M
 Lim Sang Hyub,66,€650K
 T. Rocha,62,€350K
 E. Zavaleta,68,€950K
 D. Damjanović,70,€825K
 S. Yamamoto,66,€350K
 César Soriano,69,€300K
 M. te Wierik,70,€1.9M
 Jorge Sáenz,70,€2.8M
 S. Štefánik,67,€950K
 C. Martinez,65,€700K
 I. Saadi,72,€4M
 S. Krivets,68,€775K
 J. Cabot,73,€5.5M
 Kaíqundo Calado,74,€5M
 M. Mount,70,€3.2M
 Diogo Viana,70,€1.9M
 P. Nymann,64,€130K
 N. Bajrami,66,€1.3M
 L. Gallegos,68,€1.1M
 Jailson Oliva,70,€1.5M
 M. Herrera,69,€1.1M
 S. Walsh,70,€2M
 Y. Bavin,66,€850K
 W. Atkinson,62,€300K
 A. Hoole,65,€700K
 R. Neudecker,65,€975K
 R. Kerrouche,66,€850K
 F. Andrada,69,€1.5M
 Tyronne,69,€1.1M
 M. Ingebrigtsen,64,€700K
 D. Kempe,67,€500K
 Jung Da Hwon,64,€350K
 A. Robic,69,€925K
 M. Durmuş,64,€800K
 Rui Costa,69,€1.6M
 O. Vásquez,68,€950K
 Fredy,69,€1.1M
 J. Zárate,70,€2.1M
 S. Wagner,79,€12.5M
 M. Al Najrani,66,€825K
 C. Mandouki,65,€650K
 N. Rajsel,67,€975K
 J. Lopy,64,€525K
 Xavi Molina,69,€775K
 S. Scougall,66,€850K
 S. Leuko,66,€750K
 C. Arrieta,69,€1.3M
 Fredinho Mutto,68,€775K
 L. Hodson,66,€675K
 F. Miguel,66,€975K
 M. Dolan,62,€400K
 K. Parks,69,€1.7M
 M. Prietl,69,€1.1M
 O. John,70,€2.1M
 D. Mosquera,71,€2.6M
 C. Landu Landu,63,€450K
 M. Moreno,68,€1.2M
 Pablo,74,€5.5M
 D. Heintz,77,€10M
 M. Romeo,67,€1.1M
 E. Hackman,70,€2.1M
 J. Biada,66,€850K
 J. Arboleda,68,€750K
 C. Carrillo,66,€775K
 B. Pittón,67,€850K
 Carbonell,65,€900K
 S. Mattila,63,€350K
 J. Westerberg,64,€300K
 L. Peltier,70,€1.3M
 D. Jones,65,€825K
 D. Imperiale,65,€525K
 J. Hergault,68,€575K
 P. Diop,68,€1.7M
 A. Sobiech,70,€1.9M
 Álvaro Peña,68,€1.1M
 W. Weghorst,76,€10M
 J. Meneses,70,€2.2M
 N. Poulsen,66,€900K
 J. Augustin,75,€11M
 R. Sufyani,66,€600K
 M. Araz,68,€1.3M
 M. Silvestre,76,€4.4M
 E. Assifuah,69,€1.4M
 P. Clement,65,€750K
 M. Rasner,64,€675K
 S. Ubilla,70,€1.9M
 Adryan,71,€3.2M
 N. Vlašić,68,€1.9M
 G. Docherty,65,€1.2M
 D. Łukasik,67,€800K
 H. Okuno,66,€650K
 J. Eilers,68,€875K
 C. Lustenberger,63,€275K
 I. Ordets,76,€9M
 R. Harley,62,€240K
 H. Rivera,67,€975K
 J. Brix-Damborg,67,€525K
 J. Roberts,64,€600K
 E. Johansson,72,€2.5M
 C. Mosquera,70,€1.9M
 M. Sivakow,67,€600K
 Pêpê,67,€1.2M
 C. Evans,67,€800K
 Paulolettinho,71,€1.4M
 T. Levels,69,€750K
 R. Kouamé,66,€975K
 Juan Carlos,70,€1.9M
 J. John,70,€1.8M
 Y. Otsu,66,€675K
 D. Lovren,80,€14.5M
 A. Raineau,65,€350K
 Bustinza,73,€4.1M
 F. Lecarnado,72,€1.9M
 E. Calvillo,63,€575K
 J. Ríos,66,€650K
 J. Larsson,67,€1.3M
 F. Zoko,64,€275K
 M. Robak,72,€1.6M
 R. Schüller,68,€775K
 F. Cornejo,66,€1M
 J. Bowen,69,€2M
 D. Remick,66,€625K
 M. van der Maarel,69,€875K
 O. Idrissi,70,€2.5M
 Y. Maruhashi,66,€625K
 Y. Opazo,62,€170K
 A. Ogbonna,78,€8M
 Cristian Herrera,70,€2.1M
 D. Buballa,68,€750K
 Pité,66,€750K
 O. Petrák,69,€1.1M
 Lee Eu Ddeum,64,€375K
 E. Hamilton,63,€750K
 Brugui,63,€675K
 N. Hauptmann,69,€1.8M
 A. Van Loo,66,€500K
 W. Reid,77,€7M
 M. Desler,63,€475K
 C. Kyriakou,68,€1M
 Alexis,76,€5M
 D. Graham,68,€800K
 L. Varney,66,€350K
 E. Fryers,67,€800K
 Gustavo Lobateiro,73,€3.9M
 I. Jebali,69,€1.3M
 Jorge Teixeira,70,€1.3M
 E. Babayan,65,€800K
 J. Kenny,70,€2.5M
 V. Nikiforov,65,€550K
 L. Cinterio,72,€3M
 A. Taylor,67,€550K
 S. Gryn,66,€875K
 R. Lameiras,65,€750K
 G. Caprari,73,€5.5M
 G. Escobar,70,€2.5M
 M. Al Thmali,64,€525K
 B. Soumaré,63,€750K
 B. Hrgota,72,€4M
 A. Touba,64,€650K
 A. Ajagun,70,€2.2M
 A. Mbengue,69,€1.2M
 Kel Perinho,74,€2.3M
 Dolly Menga,63,€475K
 S. Ingason,73,€4.5M
 D. Bouanga,71,€3.6M
 J. Hanson,65,€925K
 T. Yalçıner,68,€675K
 R. Deacon,62,€350K
 D. Hovorka,70,€2.1M
 M. Škriniar,81,€21.5M
 E. Hajri,66,€180K
 A. Hassan,74,€7.5M
 K. Luijckx,68,€600K
 A. Al Zubaidi,63,€400K
 Gustavo Pastinho,67,€850K
 M. Yoshida,75,€5.5M
 C. Benschop,70,€1.9M
 L. Sam,67,€600K
 Hong Jeong Ho,73,€3.4M
 Nilsito Vilela,72,€3.1M
 M. Lundemo,65,€750K
 J. Brekalo,73,€6.5M
 M. Medel,67,€750K
 I. Markelov,68,€875K
 L. Kübler,69,€1.1M
 F. Kastrati,64,€575K
 D. Marcq,71,€1.9M
 D. Templeton,65,€550K
 J. Mæhle,69,€1.5M
 C. Sepúlveda,67,€850K
 I. Bangoura,71,€1.9M
 B. Manuel,67,€1.1M
 Y. Misao,64,€475K
 B. Bergougnoux,67,€375K
 S. Barry,65,€525K
 Edinho,73,€2.1M
 Bruno Leite,66,€975K
 Edu Ramos,68,€975K
 Álex Centelles,66,€950K
 B. Touré,72,€3.4M
 W. Endo,70,€1.8M
 M. Ramírez,63,€375K
 K. Papadopoulos,78,€10.5M
 C. Taylor,66,€600K
 E. Molina,68,€850K
 Wilsson Rosito,67,€475K
 R. Cáseres,69,€1.5M
 T. Gjertsen,67,€900K
 D. Rose,66,€850K
 S. Limbombe,69,€1.1M
 M. Doyle,64,€110K
 S. Özkan,68,€850K
 S. Altamiras,68,€550K
 Adriano,71,€2.4M
 T. Hysén,68,€400K
 R. Civelli,76,€3.1M
 S. Domínguez,64,€425K
 B. Idowu,68,€925K
 J. Stojanović,66,€775K
 C. Borthwick-Jackson,67,€925K
 M. Schönbächler,70,€1.9M
 P. Köpke,70,€2.8M
 P. Frick,67,€975K
 J. Dunne,63,€300K
 F. Fedato,68,€1.1M
 G. Cano,73,€4M
 S. Salger,68,€750K
 S. Madden,65,€400K
 K. Peterson,69,€1.4M
 J. Karlström,63,€500K
 M. Maddison,70,€2.4M
 M. Timlin,63,€275K
 D. Yearwood,64,€875K
 M. Morys,70,€1.7M
 T. Kalas,72,€3.5M
 Timo Triano,72,€1.3M
 G. Itter,67,€1.4M
 G. Iancu,66,€850K
 A. Ngando,70,€2.5M
 M. Smith,66,€500K
 J. Berrett,61,€250K
 A. Cherevko,65,€400K
 D. Siovas,76,€6M
 M. Thurnwald,64,€575K
 A. Matri,74,€4.5M
 M. Kopczyński,69,€1.1M
 J. Tanaka,67,€750K
 K. Mets,66,€700K
 M. Jarvis,68,€775K
 J. Foyth,68,€1.7M
 S. Becker,67,€1.1M
 Choi Jae Hyeon,67,€1M
 I. Ávila,72,€3.4M
 M. Jakobsen,69,€700K
 Laure Santeiro,76,€7.5M
 D. Kılıç,64,€750K
 J. Hessenthaler,61,€300K
 R. Lenis,69,€1.3M
 M. Bean,60,€120K
 Alain Oyarzun,66,€875K
 J. Bailey,64,€450K
 D. Gape,62,€400K
 J. van den Bergh,69,€750K
 F. Micolta,66,€675K
 M. Pepić,63,€525K
 Pedrosa,66,€875K
 A. Gordyushenko,61,€475K
 K. Boutaïb,74,€5.5M
 S. Maier,68,€1.2M
 W. Moimbé,66,€500K
 C. Jopia,65,€550K
 C. Ascues,70,€2M
 J. Brooks,80,€17M
 A. Scholz,72,€3.3M
 D. Redmond,64,€475K
 D. Moor,72,€1.3M
 K. Redondo,68,€1.4M
 I. Abdullahi,64,€625K
 F. Muñoz,67,€900K
 Jota,72,€3.7M
 R. Torres,67,€900K
 S. Ribas,73,€4M
 Felipe Soldivia,63,€350K
 D. Terentyev,68,€1M
