Special,Value,Age,Overall
1753,600000,29,67
1753,1000000,21,68
1753,600000,26,65
1753,1000000,24,68
1753,450000,28,64
1753,700000,24,65
1753,1000000,25,69
1753,1000000,30,70
1753,975000,21,67
1753,1000000,19,66
1753,2000000,26,70
1753,850000,21,65
1753,1000000,20,68
1753,650000,21,65
1753,1000000,34,74
1752,8000000,24,75
1752,3000000,25,72
1752,1000000,20,69
1752,1000000,26,69
1752,1000000,23,69
1752,275000,29,63
1752,625000,26,66
1752,475000,34,68
1752,700000,24,66
1752,500000,32,68
1752,825000,24,67
1752,6000000,21,73
1752,5000000,20,73
1752,825000,26,67
1752,700000,31,69
1752,350000,30,63
1752,1000000,23,69
1752,1000000,22,68
1752,625000,26,66
1752,3000000,24,72
1752,2000000,24,71
1752,4000000,25,73
1752,500000,29,66
1752,450000,28,65
1752,3000000,24,72
1752,875000,29,68
1751,1000000,26,69
1751,1000000,27,70
1751,4000000,26,73
1751,1000000,26,70
1751,4000000,35,77
1751,725000,23,65
1751,750000,23,65
1751,450000,28,64
1751,3000000,22,72
1751,275000,34,68
1751,3000000,27,72
1751,1000000,21,68
1751,2000000,31,72
1751,1000000,20,66
1751,8000000,28,76
1751,875000,17,64
1751,2000000,22,70
1751,875000,23,66
1751,4000000,26,73
1751,1000000,26,69
1751,2000000,27,71
1751,550000,25,64
1751,2000000,27,71
1751,17000000,31,83
1751,3000000,25,72
1751,450000,28,64
1751,925000,26,68
1751,220000,31,61
1751,875000,27,69
1751,475000,21,63
1751,6000000,28,74
1751,875000,29,68
1750,775000,20,65
1750,475000,29,66
1750,4000000,24,72
1750,725000,27,67
1750,2000000,31,73
1750,750000,23,65
1750,550000,31,66
1750,950000,22,66
1750,1000000,19,68
1750,875000,29,68
1750,750000,27,68
1750,950000,25,67
1750,2000000,25,70
1750,875000,24,67
1750,1000000,18,69
1750,650000,17,63
1750,825000,25,67
1750,1000000,20,66
1750,750000,26,67
1750,375000,36,69
1750,1000000,24,67
1750,525000,33,68
1750,375000,27,64
1750,825000,25,67
1750,4000000,26,73
1750,2000000,28,72
1750,700000,31,69
1750,900000,29,68
1749,675000,30,68
1749,1000000,23,69
1749,900000,28,68
1749,375000,28,63
1749,800000,21,65
1749,650000,24,66
1749,600000,32,69
1749,1000000,31,70
1749,8000000,31,79
1749,3000000,32,74
1749,800000,25,67
1749,1000000,19,67
1749,400000,23,63
1749,1000000,29,70
1749,5000000,28,75
1749,9000000,26,78
1749,4000000,24,72
1749,1000000,30,71
1749,2000000,17,69
1749,775000,31,68
1749,2000000,26,70
1748,3000000,21,71
1748,6000000,29,76
1748,1000000,33,72
1748,160000,29,60
1748,425000,32,67
1748,5000000,25,73
1748,525000,22,63
1748,600000,24,64
1748,3000000,25,72
1748,1000000,26,69
1748,5000000,25,73
1748,1000000,24,69
1748,700000,30,67
1748,1000000,27,70
1748,875000,20,66
1748,475000,26,64
1748,3000000,20,70
1747,1000000,21,68
1747,1000000,23,68
1747,11000000,20,75
1747,1000000,21,68
1747,19000000,22,80
1747,475000,24,63
1747,875000,23,66
1747,675000,29,68
1747,2000000,20,70
1747,350000,29,63
1747,1000000,30,69
1747,850000,22,66
1747,5000000,27,74
1747,2000000,19,69
1747,15000000,24,80
1747,975000,20,67
1747,725000,23,65
1747,4000000,30,74
1747,325000,33,65
1747,2000000,31,72
1747,1000000,21,69
1747,575000,27,65
1747,400000,26,63
1747,1000000,20,69
1746,425000,25,64
1746,1000000,21,67
1746,775000,25,66
1746,2000000,19,70
1746,775000,31,68
1746,1000000,32,71
1746,475000,29,66
1746,800000,25,67
1746,550000,30,67
1746,5000000,20,73
1746,450000,28,65
1746,1000000,21,67
1746,1000000,19,65
1746,900000,22,66
1746,475000,30,66
1746,800000,24,66
1746,575000,31,68
1746,725000,29,67
1746,4000000,24,72
1746,975000,24,68
1746,475000,26,64
1746,575000,23,65
1746,1000000,22,68
1746,2000000,25,70
1746,925000,34,70
1746,575000,30,67
1746,80000,33,60
1746,400000,30,65
1746,300000,33,67
1746,4000000,21,73
1746,2000000,26,70
1745,925000,27,68
1745,1000000,24,68
1745,650000,25,65
1745,3000000,29,72
1745,425000,23,63
1745,3000000,23,71
1745,3000000,22,72
1745,600000,24,64
1745,675000,25,66
1745,700000,26,66
1745,275000,30,63
1745,3000000,22,72
1745,950000,26,68
1745,1000000,28,69
1745,4000000,25,72
1745,2000000,18,69
1745,500000,31,67
1745,1000000,19,68
1745,3000000,28,73
1745,675000,23,66
1745,2000000,24,70
1745,1000000,23,69
1745,3000000,31,73
1745,425000,27,64
1745,1000000,35,74
1744,3000000,25,72
1744,1000000,22,69
1744,160000,28,60
1744,800000,27,67
1744,2000000,23,70
1744,1000000,22,69
1744,725000,23,65
1744,675000,20,64
1744,375000,29,63
1744,950000,26,68
1744,300000,28,63
1744,6000000,20,73
1744,2000000,26,71
1744,2000000,25,71
1744,3000000,26,72
1744,350000,22,61
1743,575000,27,65
1743,2000000,25,70
1743,875000,20,65
1743,1000000,29,70
1743,1000000,27,69
1743,3000000,23,72
1743,2000000,24,71
1743,1000000,20,68
1743,1000000,26,69
1743,850000,23,67
1743,4000000,18,71
1743,825000,22,66
1743,1000000,26,69
1743,450000,25,63
1743,475000,25,64
1743,4000000,25,73
1743,2000000,26,71
1743,375000,28,63
1743,300000,27,63
1742,350000,30,63
1742,1000000,17,68
1742,300000,32,65
1742,950000,23,66
1742,425000,31,66
1742,675000,25,65
1742,1000000,22,67
1742,2000000,29,71
1742,575000,26,65
1742,475000,33,67
1742,575000,26,65
1742,1000000,23,68
1742,475000,33,67
1742,325000,30,64
1742,900000,25,67
1742,875000,17,64
1742,1000000,24,69
1742,2000000,25,71
1742,575000,31,68
1742,775000,25,66
1742,700000,23,66
1742,180000,33,62
1742,750000,27,68
1742,475000,33,67
1742,375000,25,62
1742,5000000,24,73
1742,650000,22,65
1742,700000,24,65
1742,14000000,20,78
1742,775000,28,67
1742,1000000,25,69
1741,600000,32,67
1741,525000,26,64
1741,525000,27,66
1741,875000,22,66
1741,1000000,24,68
1741,3000000,26,72
1741,275000,30,62
1741,2000000,28,72
1741,1000000,32,71
1741,1000000,21,66
1741,7000000,28,75
1741,9000000,26,76
1741,625000,21,63
1741,5000000,23,73
1741,2000000,35,74
1741,425000,29,64
1741,1000000,23,68
1741,425000,32,67
1741,1000000,22,69
1741,850000,26,68
1741,1000000,28,70
1741,1000000,29,70
1741,475000,25,63
1741,850000,23,66
1740,1000000,26,69
1740,750000,29,67
1740,2000000,30,72
1740,875000,27,69
1740,1000000,25,68
1740,6000000,22,73
1740,700000,24,66
1740,675000,21,64
1740,950000,26,68
1740,1000000,22,67
1740,1000000,24,69
1740,950000,34,72
1740,725000,24,66
1740,700000,31,69
1740,425000,31,66
1740,575000,26,65
1740,2000000,23,71
1740,2000000,28,72
1740,500000,29,66
1740,300000,27,62
1740,28000000,21,82
1740,600000,22,65
1740,900000,26,67
1740,525000,32,68
1740,675000,30,68
1740,350000,30,63
1740,500000,24,64
1740,180000,30,61
1740,525000,22,64
1740,1000000,31,70
1740,6000000,27,74
1740,1000000,19,69
1740,5000000,27,75
1739,825000,29,69
1739,275000,26,61
1739,950000,26,68
1739,250000,27,62
1739,350000,29,63
1739,450000,28,64
1739,575000,29,67
1739,100000,35,64
1739,350000,30,63
1739,325000,26,62
1739,1000000,20,67
1739,4000000,27,73
1739,875000,22,66
1739,875000,27,69
1739,650000,27,66
1739,525000,26,65
1739,600000,22,64
1739,5000000,29,74
1739,1000000,33,72
1739,1000000,31,70
1739,700000,24,65
1739,425000,30,64
1739,350000,32,66
1739,1000000,25,68
1739,2000000,28,71
1739,900000,25,67
1739,525000,32,66
1738,4000000,23,72
1738,950000,26,68
1738,9000000,22,75
1738,1000000,22,69
1738,1000000,29,70
1738,550000,31,66
1738,350000,30,63
1738,9000000,23,76
1738,1000000,21,69
1738,625000,30,66
1738,750000,22,65
1738,6000000,27,75
1738,4000000,20,71
1738,4000000,25,73
1738,850000,20,65
1738,925000,28,68
1738,775000,25,66
1738,1000000,20,69
1738,1000000,24,69
1738,750000,27,68
1738,725000,26,67
1738,1000000,24,69
1738,575000,31,68
1738,1000000,25,69
1738,400000,29,65
1738,3000000,25,71
1738,750000,27,68
1737,7000000,28,75
1737,4000000,36,84
1737,350000,25,62
1737,450000,21,62
1737,3000000,19,70
1737,1000000,33,70
1737,950000,20,66
1737,450000,32,67
1737,2000000,29,71
1737,1000000,24,68
1737,600000,22,64
1737,950000,19,64
1737,325000,33,65
1737,1000000,25,70
1737,3000000,31,73
1737,1000000,20,66
1737,1000000,22,68
1737,750000,22,66
1737,825000,27,67
1737,300000,33,67
1737,1000000,19,66
1737,2000000,26,71
1737,3000000,25,71
1737,675000,21,64
1737,700000,32,68
1737,6000000,22,73
1737,2000000,26,71
1737,950000,21,66
1737,575000,21,63
1736,900000,26,67
1736,425000,26,63
1736,2000000,24,71
1736,8000000,21,74
1736,4000000,22,73
1736,675000,27,66
1736,625000,28,67
1736,2000000,26,70
1736,3000000,31,74
1736,600000,36,70
1736,350000,22,62
1736,1000000,23,67
1736,550000,35,71
1736,6000000,22,73
1736,1000000,30,69
1736,7000000,29,77
1736,3000000,27,72
1736,825000,28,69
1736,425000,21,61
1736,700000,22,66
1736,750000,21,65
1736,1000000,24,69
1736,625000,24,65
1736,425000,24,63
1735,10000000,25,77
1735,625000,26,65
1735,2000000,23,70
1735,500000,23,63
1735,230000,34,64
1735,1000000,20,67
1735,1000000,27,70
1735,1000000,26,68
1735,750000,21,64
1735,700000,22,65
1735,3000000,23,71
1735,925000,24,68
1735,575000,27,65
1735,925000,18,64
1735,450000,26,65
1735,200000,27,60
1735,975000,22,68
1735,575000,31,68
1735,11000000,18,74
1735,2000000,25,70
1735,3000000,23,71
1735,4000000,24,72
1735,425000,25,63
1735,1000000,25,70
1734,6000000,25,74
1734,1000000,26,69
1734,3000000,25,72
1734,825000,21,65
1734,2000000,22,70
1734,1000000,26,69
1734,850000,26,68
1734,625000,21,64
1734,550000,26,66
1734,2000000,27,72
1734,1000000,33,73
1734,1000000,34,71
1734,525000,25,64
1734,2000000,27,72
1734,475000,27,64
1734,525000,30,65
1734,475000,29,66
1734,3000000,23,71
1734,550000,26,64
1733,650000,30,68
1733,475000,33,67
1733,1000000,22,68
1733,875000,20,64
1733,1000000,25,68
1733,650000,28,66
1733,350000,23,62
1733,950000,24,68
1733,825000,35,70
1733,350000,32,66
1733,300000,34,69
1733,1000000,25,70
1733,2000000,20,70
1733,950000,25,67
1733,700000,20,65
1733,4000000,25,72
1733,775000,31,68
1733,5000000,23,73
1733,5000000,25,74
1733,3000000,18,70
1732,1000000,27,70
1732,130000,34,64
1732,1000000,18,66
1732,1000000,25,68
1732,1000000,25,70
1732,1000000,25,69
1732,2000000,22,70
1732,850000,23,66
1732,300000,28,62
1732,700000,23,65
1732,975000,20,65
1732,850000,23,66
1732,1000000,23,69
1732,1000000,26,69
1732,700000,20,64
1732,500000,31,67
1732,350000,29,64
1732,925000,31,69
1732,800000,20,64
1732,1000000,21,69
1732,950000,27,68
1732,1000000,27,69
1732,2000000,25,70
1732,12000000,29,79
1732,825000,24,66
1732,650000,25,65
1732,975000,24,67
1732,525000,25,64
1732,775000,30,69
1732,850000,24,66
1732,750000,23,66
1732,1000000,21,69
1732,775000,25,68
1731,675000,25,66
1731,975000,20,66
1731,400000,24,62
1731,1000000,19,69
1731,1000000,25,69
1731,2000000,25,70
1731,2000000,25,71
1731,450000,25,63
1731,1000000,23,68
1731,5000000,26,74
1731,10000000,23,77
1731,1000000,21,67
1731,2000000,22,70
1731,850000,24,66
1731,750000,27,68
1731,775000,24,66
1731,850000,24,67
1731,900000,19,65
1731,350000,27,63
1731,300000,31,64
1731,1000000,30,70
1731,825000,20,65
1731,525000,29,65
1731,575000,31,68
1731,1000000,19,68
1730,1000000,27,70
1730,1000000,25,68
1730,10000000,24,76
1730,2000000,24,70
1730,900000,23,66
1730,11000000,20,75
1730,600000,30,66
1730,1000000,23,68
1730,4000000,32,76
1730,1000000,23,69
1730,750000,21,65
1730,675000,22,64
1730,1000000,26,70
1730,3000000,22,71
1730,1000000,19,68
1730,1000000,20,65
1730,800000,26,67
1730,650000,27,66
1730,875000,29,68
1730,275000,30,63
1730,9000000,24,76
1730,240000,32,62
1730,975000,23,67
1730,525000,31,67
1730,600000,23,64
1730,2000000,28,72
1730,1000000,26,70
1730,600000,29,67
1730,1000000,20,67
1730,800000,28,67
1729,1000000,33,71
1729,750000,30,69
1729,975000,20,66
1729,1000000,26,70
1729,1000000,28,70
1729,675000,27,66
1729,14000000,27,80
1729,350000,31,65
1729,4000000,25,73
1729,1000000,33,72
1729,575000,19,63
1729,650000,25,66
1729,1000000,20,67
1729,275000,33,64
1729,1000000,34,72
1729,775000,26,68
1729,1000000,21,66
1729,2000000,20,69
1729,625000,26,66
1729,875000,27,69
1728,2000000,21,70
1728,625000,26,66
1728,170000,32,62
1728,8000000,29,78
1728,2000000,26,70
1728,750000,27,68
1728,750000,22,66
1728,1000000,25,69
1728,375000,27,64
1728,750000,18,63
1728,675000,20,63
1728,1000000,21,69
1728,500000,28,66
1728,7000000,28,77
1728,475000,22,63
1728,1000000,22,68
1728,5000000,31,76
1728,800000,31,68
1728,350000,34,66
1728,800000,24,67
1728,3000000,29,73
1728,1000000,25,69
1728,1000000,30,70
1728,800000,21,65
1728,2000000,20,70
1728,550000,28,65
1728,3000000,29,72
1728,550000,30,67
1728,875000,23,66
1728,750000,22,65
1728,5000000,23,73
1728,2000000,20,70
1728,525000,25,64
1728,750000,18,63
1728,4000000,24,72
1728,650000,19,64
1728,2000000,25,70
1728,1000000,23,69
1728,2000000,33,74
1727,475000,24,63
1727,4000000,23,73
1727,3000000,22,71
1727,925000,21,65
1727,675000,30,68
1727,350000,25,62
1727,2000000,23,70
1727,21000000,22,81
1727,180000,34,66
1727,7000000,24,74
1727,600000,31,68
1727,400000,24,63
1727,850000,25,67
1727,5000000,28,75
1727,1000000,27,70
1727,600000,32,67
1727,3000000,27,73
1727,3000000,29,72
1727,750000,23,65
1727,6000000,19,73
1727,750000,28,67
1727,875000,29,68
1727,1000000,24,69
1727,575000,25,64
1727,1000000,28,71
1727,550000,28,65
1727,1000000,20,69
1727,850000,25,67
1727,1000000,32,71
1727,1000000,20,67
1727,475000,26,64
1727,375000,34,67
1726,525000,27,65
1726,2000000,34,73
1726,975000,22,66
1726,975000,25,68
1726,950000,17,66
1726,3000000,25,72
1726,1000000,24,70
1726,375000,27,63
1726,10000000,25,78
1726,600000,30,66
1726,850000,30,68
1726,475000,33,67
1726,1000000,23,69
1726,900000,25,67
1726,850000,23,66
1726,1000000,26,69
1726,110000,35,64
1726,850000,30,68
1726,550000,33,68
1726,2000000,29,71
1726,400000,35,68
1726,3000000,33,76
1726,425000,29,64
1726,925000,25,68
1726,775000,25,66
1725,925000,20,67
1725,1000000,27,70
1725,2000000,21,70
1725,975000,25,67
1725,300000,27,63
1725,1000000,24,68
1725,4000000,29,73
1725,750000,27,68
1725,400000,29,65
1725,1000000,22,69
1725,500000,22,63
1725,2000000,23,70
1725,275000,32,63
1725,875000,17,64
1725,1000000,30,70
1725,3000000,24,72
1725,1000000,33,72
1725,1000000,18,67
1725,850000,23,66
1725,2000000,23,70
1725,500000,28,66
1725,250000,28,61
1725,400000,29,65
1725,6000000,28,76
1725,575000,18,64
1725,4000000,32,74
1725,1000000,25,69
1725,750000,29,67
1725,700000,24,66
1725,775000,31,68
1725,1000000,19,68
1725,1000000,22,67
1724,1000000,23,67
1724,3000000,26,72
1724,700000,31,69
1724,7000000,29,76
1724,750000,21,64
1724,300000,23,61
1724,1000000,24,69
1724,120000,33,60
1724,875000,23,66
1724,450000,28,64
1724,400000,22,62
1724,750000,30,69
1724,675000,27,66
1724,525000,21,63
1724,875000,20,66
1724,475000,20,61
1724,5000000,30,74
1724,1000000,23,68
1724,500000,28,66
1724,550000,25,65
1724,2000000,25,70
1724,17000000,24,80
1724,3000000,24,72
1724,475000,26,64
1724,1000000,33,72
1724,1000000,22,68
1724,625000,20,64
1724,900000,25,67
1724,3000000,26,72
1723,900000,25,67
1723,4000000,29,73
1723,350000,29,63
1723,1000000,24,68
1723,2000000,26,71
1723,425000,28,65
1723,775000,19,63
1723,525000,27,66
1723,425000,30,64
1723,1000000,19,68
1723,1000000,18,67
1723,925000,31,69
1723,1000000,19,69
1723,1000000,21,66
1723,750000,22,65
1723,4000000,22,72
1723,3000000,25,72
1723,450000,21,62
1723,1000000,33,72
1723,1000000,22,67
1723,2000000,26,71
1723,900000,19,65
1723,325000,23,61
1722,300000,31,64
1722,2000000,26,71
1722,3000000,28,72
1722,750000,29,67
1722,1000000,24,69
1722,350000,21,62
1722,800000,28,67
1722,1000000,25,69
1722,675000,25,65
1722,750000,21,65
1722,525000,25,64
1722,3000000,22,71
1722,1000000,29,71
1722,425000,20,62
1721,240000,22,60
1721,525000,27,66
1721,1000000,24,69
1721,300000,22,61
1721,1000000,29,69
1721,325000,21,61
1721,5000000,23,73
1721,1000000,23,68
1721,800000,27,67
1721,925000,28,68
1721,190000,25,59
1721,500000,23,64
1721,4000000,26,73
1721,220000,33,65
1721,950000,27,68
1721,475000,30,66
1721,375000,28,63
1721,525000,27,66
1721,600000,25,64
1721,4000000,23,72
1721,1000000,29,69
1721,1000000,25,69
1721,1000000,28,70
1721,1000000,23,67
1721,900000,26,67
1721,950000,27,68
1721,1000000,27,70
1721,4000000,23,73
1720,425000,25,64
1720,525000,25,64
1720,925000,27,68
1720,1000000,23,69
1720,1000000,29,70
1720,1000000,23,67
1720,975000,25,68
1720,775000,25,66
1720,7000000,29,76
1720,1000000,28,69
1720,1000000,26,69
1720,775000,22,65
1720,1000000,21,68
1720,825000,25,67
1720,500000,29,66
1720,575000,30,67
1720,675000,24,66
1720,475000,25,63
1720,2000000,23,70
1720,1000000,20,69
1720,300000,32,65
1720,1000000,34,72
1720,1000000,31,70
1720,400000,24,62
1720,1000000,23,67
1720,950000,26,68
1720,3000000,30,72
1720,850000,21,66
1720,300000,27,63
1720,1000000,31,71
1720,525000,28,65
1720,2000000,32,72
1720,675000,23,65
1720,450000,28,65
1719,325000,26,62
1719,9000000,23,75
1719,240000,28,62
1719,675000,24,65
1719,875000,22,67
1719,500000,31,67
1719,1000000,19,67
1719,1000000,23,69
1719,850000,22,67
1719,5000000,29,75
1719,550000,25,64
1719,500000,24,64
1719,5000000,21,72
1719,1000000,24,68
1719,525000,27,66
1718,1000000,24,69
1718,3000000,32,75
1718,725000,30,67
1718,525000,32,66
1718,220000,33,65
1718,1000000,22,66
1718,2000000,27,71
1718,450000,32,67
1718,600000,29,67
1718,550000,25,64
1718,1000000,30,69
1718,2000000,21,70
1718,775000,30,69
1718,3000000,22,71
1718,775000,25,66
1718,250000,32,64
1718,800000,20,63
1718,120000,36,63
1718,975000,23,67
1718,750000,26,68
1718,5000000,29,74
1718,1000000,28,69
1718,525000,21,64
1717,11000000,21,76
1717,2000000,25,70
1717,1000000,26,69
1717,450000,26,64
1717,875000,30,68
1717,725000,28,68
1717,200000,31,62
1717,2000000,26,71
1717,350000,26,62
1717,375000,33,68
1717,550000,25,65
1717,4000000,30,74
1717,825000,23,67
1717,1000000,29,71
1717,375000,27,63
1717,375000,25,62
1717,1000000,24,68
1717,775000,25,66
1717,3000000,23,71
1717,1000000,25,69
1717,750000,21,66
1717,600000,24,64
1717,775000,21,66
1716,1000000,27,70
1716,750000,27,68
1716,550000,25,65
1716,375000,23,62
1716,7000000,24,75
1716,925000,23,66
1716,350000,26,63
1716,475000,30,66
1716,110000,34,63
1716,475000,34,68
1716,1000000,29,70
1716,950000,19,65
1716,950000,26,68
1716,450000,24,63
1716,525000,26,65
1716,975000,20,65
1716,800000,28,67
1716,300000,23,61
1716,1000000,29,70
1716,825000,20,66
1716,180000,33,62
1716,3000000,19,70
1716,700000,31,69
1716,450000,29,64
1715,1000000,26,70
1715,425000,20,62
1715,975000,25,67
1715,750000,27,68
1715,250000,28,61
1715,700000,26,66
1715,8000000,23,76
1715,1000000,33,73
1715,425000,28,65
1715,575000,33,68
1715,575000,26,65
1715,1000000,22,68
1715,575000,33,68
1715,725000,20,64
1715,800000,28,67
1715,1000000,23,69
1715,1000000,29,70
1715,6000000,22,74
1715,1000000,28,70
1715,950000,28,69
1715,675000,20,64
1715,250000,32,64
1715,400000,26,63
1715,675000,27,66
1715,6000000,20,72
1715,350000,30,63
1715,600000,22,64
1715,475000,27,64
1715,1000000,28,69
1714,700000,26,66
1714,1000000,22,68
1714,5000000,30,76
1714,450000,28,64
1714,800000,27,67
1714,700000,24,66
1714,475000,25,63
1714,625000,21,64
1714,300000,36,68
1714,750000,22,65
1714,925000,23,67
1714,325000,24,62
1714,725000,22,66
1714,1000000,23,68
1714,800000,25,67
1714,725000,22,66
1714,1000000,24,69
1714,825000,24,66
1714,1000000,20,68
1714,375000,27,64
1714,450000,21,62
1714,11000000,25,78
1714,875000,19,64
1714,375000,25,63
1714,1000000,23,68
1713,2000000,32,72
1713,650000,25,66
1713,6000000,29,76
1713,475000,30,66
1713,950000,27,68
1713,850000,26,68
1713,240000,30,61
1713,5000000,23,73
1713,950000,24,67
1713,750000,29,67
1713,650000,33,69
1713,7000000,27,75
1713,525000,28,65
1713,1000000,22,68
1713,2000000,26,71
1713,1000000,33,72
1713,725000,27,67
1713,2000000,23,70
1713,825000,23,66
1713,1000000,29,70
1713,300000,33,67
1713,800000,27,67
1713,1000000,31,70
1713,800000,31,68
1713,975000,25,68
1713,600000,36,70
1713,1000000,30,69
1713,575000,26,65
1713,4000000,27,73
1713,1000000,22,68
1713,925000,24,68
1713,900000,24,68
1713,300000,29,62
1713,650000,22,63
1712,550000,33,68
1712,170000,28,60
1712,300000,26,61
1712,1000000,24,68
1712,2000000,30,71
1712,650000,33,69
1712,9000000,19,74
1712,575000,29,67
1712,21000000,22,81
1712,800000,27,67
1712,2000000,27,71
1712,750000,21,66
1712,375000,27,63
1712,350000,33,68
1712,675000,26,66
1712,6000000,27,75
1712,1000000,20,69
1712,275000,33,64
1712,1000000,27,70
1712,1000000,28,70
1712,875000,30,68
1712,500000,25,64
1712,250000,31,62
1712,525000,25,65
1712,275000,32,63
1712,4000000,28,73
1712,900000,25,68
1712,1000000,19,66
1711,400000,30,65
1711,500000,23,63
1711,1000000,27,70
1711,825000,26,67
1711,575000,24,64
1711,875000,29,68
1711,8000000,20,74
1711,325000,23,61
1711,650000,29,66
1711,850000,18,65
1711,100000,33,61
1711,600000,23,65
1711,3000000,29,73
1711,600000,32,67
1711,180000,22,58
1711,1000000,26,69
1711,1000000,25,68
1711,1000000,20,65
1711,825000,26,67
1711,300000,28,62
1711,1000000,24,69
1711,3000000,24,71
1711,700000,23,66
1711,525000,21,63
1711,975000,22,68
1710,600000,22,64
1710,825000,29,69
1710,550000,30,67
